"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,        2511,      -6.985131749,      -3.640261775,      -5.332638844,      -1.824988993,      -6.415193254,          1021.356,    0.002465726293,    0.009876385825,                 0,                 0,                 0,   -0.001282504768,    0.002465726293,    0.009876385825,                 0,       4.005467215,   0.0001500018564
          0,           0,        2512,      -6.985557755,      -3.641130382,       -5.33339332,      -1.825932224,      -6.415937428,          1021.356,    0.002465681309,    0.009875974681,                 0,                 0,                 0,   -0.001282317833,    0.002465681309,    0.009875974681,                 0,       4.005373543,   0.0001500018564
          0,           0,        2513,      -6.985983394,      -3.641999001,       -5.33414794,      -1.826875421,      -6.416681774,          1021.356,     0.00246563642,     0.00987556453,                 0,                 0,                 0,   -0.001282131351,     0.00246563642,     0.00987556453,                 0,       4.005280117,   0.0001500018564
          0,           0,        2514,      -6.986408667,      -3.642867632,      -5.334902693,      -1.827818583,      -6.417426289,          1021.356,    0.002465591624,    0.009875155367,                 0,                 0,                 0,   -0.001281945321,    0.002465591624,    0.009875155367,                 0,       4.005186938,   0.0001500018564
          0,           0,        2515,      -6.986833574,      -3.643736274,      -5.335657585,      -1.828761711,      -6.418170974,          1021.356,    0.002465546921,    0.009874747192,                 0,                 0,                 0,   -0.001281759742,    0.002465546921,    0.009874747192,                 0,       4.005094005,   0.0001500018564
          0,           0,        2516,      -6.987258116,      -3.644604928,      -5.336412609,      -1.829704802,      -6.418915829,          1021.356,    0.002465502311,    0.009874340002,                 0,                 0,                 0,   -0.001281574613,    0.002465502311,    0.009874340002,                 0,       4.005001316,   0.0001500018564
          0,           0,        2517,      -6.987682294,      -3.645473594,      -5.337167776,      -1.830647861,      -6.419660854,          1021.356,    0.002465457794,    0.009873933794,                 0,                 0,                 0,   -0.001281389932,    0.002465457794,    0.009873933794,                 0,       4.004908872,   0.0001500018564
          0,           0,        2518,      -6.988106108,      -3.646342272,      -5.337923074,      -1.831590881,      -6.420406047,          1021.356,     0.00246541337,    0.009873528565,                 0,                 0,                 0,     -0.0012812057,     0.00246541337,    0.009873528565,                 0,       4.004816672,   0.0001500018564
          0,           0,        2519,      -6.988529559,      -3.647210961,      -5.338678512,      -1.832533868,      -6.421151408,          1021.356,    0.002465369038,    0.009873124315,                 0,                 0,                 0,   -0.001281021914,    0.002465369038,    0.009873124315,                 0,       4.004724714,   0.0001500018564
          0,           0,        2520,      -6.988952649,      -3.648079661,      -5.339434076,      -1.833476821,      -6.421896938,          1021.356,    0.002465324798,    0.009872721039,                 0,                 0,                 0,   -0.001280838573,    0.002465324798,    0.009872721039,                 0,       4.004632999,   0.0001500018564
          0,           0,        2521,      -6.989375377,      -3.648948374,      -5.340189786,      -1.834419735,      -6.422642635,          1021.356,     0.00246528065,    0.009872318736,                 0,                 0,                 0,   -0.001280655678,     0.00246528065,    0.009872318736,                 0,       4.004541525,   0.0001500018564
          0,           0,        2522,      -6.989797745,      -3.649817097,      -5.340945624,      -1.835362617,      -6.423388499,          1021.356,    0.002465236595,    0.009871917404,                 0,                 0,                 0,   -0.001280473225,    0.002465236595,    0.009871917404,                 0,       4.004450293,   0.0001500018564
          0,           0,        2523,      -6.990219752,      -3.650685833,        -5.3417016,       -1.83630546,       -6.42413453,          1021.356,    0.002465192631,     0.00987151704,                 0,                 0,                 0,   -0.001280291215,    0.002465192631,     0.00987151704,                 0,       4.004359302,   0.0001500018564
          0,           0,        2524,      -6.990641401,       -3.65155458,      -5.342457707,      -1.837248269,      -6.424880728,          1021.356,    0.002465148758,    0.009871117642,                 0,                 0,                 0,   -0.001280109646,    0.002465148758,    0.009871117642,                 0,        4.00426855,   0.0001500018564
          0,           0,        2525,      -6.991062692,      -3.652423338,      -5.343213947,      -1.838191042,      -6.425627092,          1021.356,    0.002465104977,    0.009870719208,                 0,                 0,                 0,   -0.001279928518,    0.002465104977,    0.009870719208,                 0,       4.004178037,   0.0001500018564
          0,           0,        2526,      -6.991483625,      -3.653292108,      -5.343970323,       -1.83913378,      -6.426373622,          1021.356,    0.002465061286,    0.009870321734,                 0,                 0,                 0,   -0.001279747828,    0.002465061286,    0.009870321734,                 0,       4.004087764,   0.0001500018564
          0,           0,        2527,      -6.991904201,       -3.65416089,      -5.344726832,       -1.84007648,      -6.427120317,          1021.356,    0.002465017687,    0.009869925219,                 0,                 0,                 0,   -0.001279567577,    0.002465017687,    0.009869925219,                 0,       4.003997728,   0.0001500018564
          0,           0,        2528,      -6.992324421,      -3.655029683,      -5.345483473,      -1.841019145,      -6.427867177,          1021.356,    0.002464974179,    0.009869529661,                 0,                 0,                 0,   -0.001279387762,    0.002464974179,    0.009869529661,                 0,        4.00390793,   0.0001500018564
          0,           0,        2529,      -6.992744286,      -3.655898487,      -5.346240245,      -1.841961774,      -6.428614202,          1021.356,    0.002464930761,    0.009869135057,                 0,                 0,                 0,   -0.001279208384,    0.002464930761,    0.009869135057,                 0,       4.003818369,   0.0001500018564
          0,           0,        2530,      -6.993163796,      -3.656767303,      -5.346997153,      -1.842904367,      -6.429361392,          1021.356,    0.002464887433,    0.009868741405,                 0,                 0,                 0,    -0.00127902944,    0.002464887433,    0.009868741405,                 0,       4.003729044,   0.0001500018564
          0,           0,        2531,      -6.993582953,      -3.657636131,       -5.34775419,      -1.843846925,      -6.430108745,          1021.356,    0.002464844195,    0.009868348703,                 0,                 0,                 0,    -0.00127885093,    0.002464844195,    0.009868348703,                 0,       4.003639955,   0.0001500018564
          0,           0,        2532,      -6.994001756,       -3.65850497,       -5.34851136,      -1.844789443,      -6.430856262,          1021.356,    0.002464801048,    0.009867956948,                 0,                 0,                 0,   -0.001278672853,    0.002464801048,    0.009867956948,                 0,       4.003551101,   0.0001500018564
          0,           0,        2533,      -6.994420208,       -3.65937382,      -5.349268661,      -1.845731929,      -6.431603942,          1021.356,     0.00246475799,    0.009867566138,                 0,                 0,                 0,   -0.001278495208,     0.00246475799,    0.009867566138,                 0,       4.003462481,   0.0001500018564
          0,           0,        2534,      -6.994838308,      -3.660242681,      -5.350026093,      -1.846674376,      -6.432351786,          1021.356,    0.002464715022,    0.009867176271,                 0,                 0,                 0,   -0.001278317994,    0.002464715022,    0.009867176271,                 0,       4.003374095,   0.0001500018564
          0,           0,        2535,      -6.995256057,      -3.661111554,      -5.350783654,      -1.847616787,      -6.433099792,          1021.356,    0.002464672143,    0.009866787345,                 0,                 0,                 0,   -0.001278141209,    0.002464672143,    0.009866787345,                 0,       4.003285943,   0.0001500018564
          0,           0,        2536,      -6.995673456,      -3.661980439,      -5.351541347,      -1.848559161,       -6.43384796,          1021.356,    0.002464629354,    0.009866399357,                 0,                 0,                 0,   -0.001277964853,    0.002464629354,    0.009866399357,                 0,       4.003198023,   0.0001500018564
          0,           0,        2537,      -6.996090505,      -3.662849335,      -5.352299171,      -1.849501499,       -6.43459629,          1021.356,    0.002464586653,    0.009866012304,                 0,                 0,                 0,   -0.001277788924,    0.002464586653,    0.009866012304,                 0,       4.003110336,   0.0001500018564
          0,           0,        2538,      -6.996507207,      -3.663718242,      -5.353057126,      -1.850443799,      -6.435344781,          1021.356,    0.002464544041,    0.009865626186,                 0,                 0,                 0,   -0.001277613422,    0.002464544041,    0.009865626186,                 0,        4.00302288,   0.0001500018564
          0,           0,        2539,       -6.99692356,       -3.66458716,      -5.353815209,      -1.851386064,      -6.436093434,          1021.356,    0.002464501519,    0.009865240999,                 0,                 0,                 0,   -0.001277438346,    0.002464501519,    0.009865240999,                 0,       4.002935655,   0.0001500018564
          0,           0,        2540,      -6.997339567,       -3.66545609,      -5.354573422,      -1.852328292,      -6.436842248,          1021.356,    0.002464459084,    0.009864856741,                 0,                 0,                 0,   -0.001277263694,    0.002464459084,    0.009864856741,                 0,        4.00284866,   0.0001500018564
          0,           0,        2541,      -6.997755227,      -3.666325031,      -5.355331765,      -1.853270483,      -6.437591222,          1021.356,    0.002464416738,    0.009864473411,                 0,                 0,                 0,   -0.001277089465,    0.002464416738,    0.009864473411,                 0,       4.002761895,   0.0001500018564
          0,           0,        2542,      -6.998170542,      -3.667193983,      -5.356090236,      -1.854212636,      -6.438340356,          1021.356,     0.00246437448,    0.009864091005,                 0,                 0,                 0,   -0.001276915659,     0.00246437448,    0.009864091005,                 0,       4.002675359,   0.0001500018564
          0,           0,        2543,      -6.998585511,      -3.668062947,      -5.356848838,      -1.855154751,       -6.43908965,          1021.356,     0.00246433231,    0.009863709522,                 0,                 0,                 0,   -0.001276742275,     0.00246433231,    0.009863709522,                 0,       4.002589052,   0.0001500018564
          0,           0,        2544,      -6.999000137,      -3.668931922,      -5.357607571,      -1.856096832,      -6.439839103,          1021.356,    0.002464290227,    0.009863328959,                 0,                 0,                 0,   -0.001276569311,    0.002464290227,    0.009863328959,                 0,       4.002502972,   0.0001500018564
          0,           0,        2545,      -6.999414419,      -3.669800908,      -5.358366429,      -1.857038874,      -6.440588715,          1021.356,    0.002464248232,    0.009862949315,                 0,                 0,                 0,   -0.001276396766,    0.002464248232,    0.009862949315,                 0,       4.002417121,   0.0001500018564
          0,           0,        2546,      -6.999828358,      -3.670669905,      -5.359125415,      -1.857980875,      -6.441338487,          1021.356,    0.002464206325,    0.009862570586,                 0,                 0,                 0,   -0.001276224639,    0.002464206325,    0.009862570586,                 0,       4.002331496,   0.0001500018564
          0,           0,        2547,      -7.000241957,      -3.671538914,       -5.35988453,      -1.858922845,      -6.442088417,          1021.356,    0.002464164505,    0.009862192772,                 0,                 0,                 0,    -0.00127605293,    0.002464164505,    0.009862192772,                 0,       4.002246097,   0.0001500018564
          0,           0,        2548,      -7.000655213,      -3.672407933,      -5.360643771,      -1.859864773,      -6.442838505,          1021.356,    0.002464122771,    0.009861815868,                 0,                 0,                 0,   -0.001275881638,    0.002464122771,    0.009861815868,                 0,       4.002160924,   0.0001500018564
          0,           0,        2549,      -7.001068129,      -3.673276964,      -5.361403144,      -1.860806665,      -6.443588751,          1021.356,    0.002464081125,    0.009861439875,                 0,                 0,                 0,   -0.001275710761,    0.002464081125,    0.009861439875,                 0,       4.002075976,   0.0001500018564
          0,           0,        2550,      -7.001480705,      -3.674146006,      -5.362162639,      -1.861748517,      -6.444339155,          1021.356,    0.002464039565,    0.009861064788,                 0,                 0,                 0,   -0.001275540298,    0.002464039565,    0.009861064788,                 0,       4.001991253,   0.0001500018564
          0,           0,        2551,      -7.001892943,       -3.67501506,      -5.362922256,      -1.862690334,      -6.445089717,          1021.356,    0.002463998092,    0.009860690607,                 0,                 0,                 0,   -0.001275370248,    0.002463998092,    0.009860690607,                 0,       4.001906754,   0.0001500018564
          0,           0,        2552,      -7.002304843,      -3.675884124,      -5.363682003,      -1.863632113,      -6.445840436,          1021.356,    0.002463956705,    0.009860317328,                 0,                 0,                 0,   -0.001275200611,    0.002463956705,    0.009860317328,                 0,       4.001822478,   0.0001500018564
          0,           0,        2553,      -7.002716405,        -3.6767532,      -5.364441874,      -1.864573854,      -6.446591312,          1021.356,    0.002463915404,     0.00985994495,                 0,                 0,                 0,   -0.001275031385,    0.002463915404,     0.00985994495,                 0,       4.001738425,   0.0001500018564
          0,           0,        2554,      -7.003127631,      -3.677622287,      -5.365201867,      -1.865515557,      -6.447342345,          1021.356,    0.002463874189,    0.009859573471,                 0,                 0,                 0,    -0.00127486257,    0.002463874189,    0.009859573471,                 0,       4.001654595,   0.0001500018564
          0,           0,        2555,      -7.003538522,      -3.678491385,      -5.365961982,      -1.866457224,      -6.448093535,          1021.356,     0.00246383306,    0.009859202888,                 0,                 0,                 0,   -0.001274694164,     0.00246383306,    0.009859202888,                 0,       4.001570986,   0.0001500018564
          0,           0,        2556,      -7.003949077,      -3.679360494,      -5.366722224,      -1.867398853,       -6.44884488,          1021.356,    0.002463792017,    0.009858833199,                 0,                 0,                 0,   -0.001274526166,    0.002463792017,    0.009858833199,                 0,       4.001487598,   0.0001500018564
          0,           0,        2557,      -7.004359299,      -3.680229614,      -5.367482584,      -1.868340445,      -6.449596382,          1021.356,    0.002463751058,    0.009858464402,                 0,                 0,                 0,   -0.001274358576,    0.002463751058,    0.009858464402,                 0,       4.001404431,   0.0001500018564
          0,           0,        2558,      -7.004769187,      -3.681098745,      -5.368243073,         -1.869282,       -6.45034804,          1021.356,    0.002463710186,    0.009858096495,                 0,                 0,                 0,   -0.001274191392,    0.002463710186,    0.009858096495,                 0,       4.001321484,   0.0001500018564
          0,           0,        2559,      -7.005178742,      -3.681967888,      -5.369003678,      -1.870223515,      -6.451099852,          1021.356,    0.002463669398,    0.009857729476,                 0,                 0,                 0,   -0.001274024614,    0.002463669398,    0.009857729476,                 0,       4.001238756,   0.0001500018564
          0,           0,        2560,      -7.005587965,      -3.682837041,       -5.36976441,      -1.871164995,       -6.45185182,          1021.356,    0.002463628695,    0.009857363342,                 0,                 0,                 0,    -0.00127385824,    0.002463628695,    0.009857363342,                 0,       4.001156247,   0.0001500018564
          0,           0,        2561,      -7.005996856,      -3.683706206,      -5.370525265,      -1.872106436,      -6.452603943,          1021.356,    0.002463588076,    0.009856998092,                 0,                 0,                 0,    -0.00127369227,    0.002463588076,    0.009856998092,                 0,       4.001073957,   0.0001500018564
          0,           0,        2562,      -7.006405417,      -3.684575381,      -5.371286237,      -1.873047839,      -6.453356221,          1021.356,    0.002463547542,    0.009856633723,                 0,                 0,                 0,   -0.001273526702,    0.002463547542,    0.009856633723,                 0,       4.000991884,   0.0001500018564
          0,           0,        2563,      -7.006813648,      -3.685444568,      -5.372047334,      -1.873989205,      -6.454108653,          1021.356,    0.002463507093,    0.009856270233,                 0,                 0,                 0,   -0.001273361535,    0.002463507093,    0.009856270233,                 0,       4.000910029,   0.0001500018564
          0,           0,        2564,      -7.007221549,      -3.686313766,      -5.372808553,      -1.874930531,      -6.454861239,          1021.356,    0.002463466727,    0.009855907621,                 0,                 0,                 0,   -0.001273196769,    0.002463466727,    0.009855907621,                 0,        4.00082839,   0.0001500018564
          0,           0,        2565,      -7.007629121,      -3.687182975,      -5.373569894,      -1.875871818,      -6.455613979,          1021.356,    0.002463426446,    0.009855545884,                 0,                 0,                 0,   -0.001273032403,    0.002463426446,    0.009855545884,                 0,       4.000746967,   0.0001500018564
          0,           0,        2566,      -7.008036366,      -3.688052194,      -5.374331353,      -1.876813068,      -6.456366873,          1021.356,    0.002463386249,    0.009855185019,                 0,                 0,                 0,   -0.001272868436,    0.002463386249,    0.009855185019,                 0,        4.00066576,   0.0001500018564
          0,           0,        2567,      -7.008443284,      -3.688921425,      -5.375092935,      -1.877754279,      -6.457119919,          1021.356,    0.002463346135,    0.009854825026,                 0,                 0,                 0,   -0.001272704866,    0.002463346135,    0.009854825026,                 0,       4.000584768,   0.0001500018564
          0,           0,        2568,      -7.008849876,      -3.689790667,      -5.375854638,       -1.87869545,       -6.45787312,          1021.356,    0.002463306104,    0.009854465901,                 0,                 0,                 0,   -0.001272541692,    0.002463306104,    0.009854465901,                 0,       4.000503991,   0.0001500018564
          0,           0,        2569,      -7.009256142,       -3.69065992,      -5.376616463,      -1.879636585,      -6.458626472,          1021.356,    0.002463266157,    0.009854107642,                 0,                 0,                 0,   -0.001272378915,    0.002463266157,    0.009854107642,                 0,       4.000423427,   0.0001500018564
          0,           0,        2570,      -7.009662083,      -3.691529184,      -5.377378412,      -1.880577677,      -6.459379978,          1021.356,    0.002463226293,    0.009853750249,                 0,                 0,                 0,   -0.001272216532,    0.002463226293,    0.009853750249,                 0,       4.000343077,   0.0001500018564
          0,           0,        2571,        -7.0100677,      -3.692398459,      -5.378140475,      -1.881518735,      -6.460133636,          1021.356,    0.002463186512,    0.009853393718,                 0,                 0,                 0,   -0.001272054543,    0.002463186512,    0.009853393718,                 0,        4.00026294,   0.0001500018564
          0,           0,        2572,      -7.010472994,      -3.693267744,      -5.378902661,      -1.882459752,      -6.460887446,          1021.356,    0.002463146814,    0.009853038047,                 0,                 0,                 0,   -0.001271892947,    0.002463146814,    0.009853038047,                 0,       4.000183015,   0.0001500018564
          0,           0,        2573,      -7.010877966,      -3.694137041,      -5.379664968,      -1.883400731,      -6.461641408,          1021.356,    0.002463107198,    0.009852683234,                 0,                 0,                 0,   -0.001271731743,    0.002463107198,    0.009852683234,                 0,       4.000103302,   0.0001500018564
          0,           0,        2574,      -7.011282615,      -3.695006349,      -5.380427393,       -1.88434167,      -6.462395522,          1021.356,    0.002463067664,    0.009852329278,                 0,                 0,                 0,    -0.00127157093,    0.002463067664,    0.009852329278,                 0,         4.0000238,   0.0001500018564
          0,           0,        2575,      -7.011686944,      -3.695875668,      -5.381189937,      -1.885282571,      -6.463149787,          1021.356,    0.002463028213,    0.009851976176,                 0,                 0,                 0,   -0.001271410507,    0.002463028213,    0.009851976176,                 0,       3.999944508,   0.0001500018564
          0,           0,        2576,      -7.012090953,      -3.696744998,      -5.381952603,      -1.886223434,      -6.463904204,          1021.356,    0.002462988844,    0.009851623926,                 0,                 0,                 0,   -0.001271250473,    0.002462988844,    0.009851623926,                 0,       3.999865427,   0.0001500018564
          0,           0,        2577,      -7.012494642,      -3.697614339,      -5.382715389,      -1.887164258,      -6.464658772,          1021.356,    0.002462949557,    0.009851272526,                 0,                 0,                 0,   -0.001271090827,    0.002462949557,    0.009851272526,                 0,       3.999786556,   0.0001500018564
          0,           0,        2578,      -7.012898012,       -3.69848369,      -5.383478292,      -1.888105041,       -6.46541349,          1021.356,    0.002462910352,    0.009850921975,                 0,                 0,                 0,   -0.001270931569,    0.002462910352,    0.009850921975,                 0,       3.999707893,   0.0001500018564
          0,           0,        2579,      -7.013301064,      -3.699353053,      -5.384241314,      -1.889045787,      -6.466168359,          1021.356,    0.002462871228,    0.009850572269,                 0,                 0,                 0,   -0.001270772696,    0.002462871228,    0.009850572269,                 0,       3.999629439,   0.0001500018564
          0,           0,        2580,      -7.013703798,      -3.700222427,       -5.38500446,      -1.889986492,      -6.466923379,          1021.356,    0.002462832186,    0.009850223407,                 0,                 0,                 0,   -0.001270614209,    0.002462832186,    0.009850223407,                 0,       3.999551193,   0.0001500018564
          0,           0,        2581,      -7.014106217,      -3.701091812,      -5.385767717,      -1.890927161,      -6.467678549,          1021.356,    0.002462793225,    0.009849875387,                 0,                 0,                 0,   -0.001270456107,    0.002462793225,    0.009849875387,                 0,       3.999473155,   0.0001500018564
          0,           0,        2582,      -7.014508319,      -3.701961208,      -5.386531095,      -1.891867789,      -6.468433869,          1021.356,    0.002462754345,    0.009849528207,                 0,                 0,                 0,   -0.001270298388,    0.002462754345,    0.009849528207,                 0,       3.999395323,   0.0001500018564
          0,           0,        2583,      -7.014910106,      -3.702830614,      -5.387294592,      -1.892808376,      -6.469189338,          1021.356,    0.002462715545,    0.009849181865,                 0,                 0,                 0,   -0.001270141051,    0.002462715545,    0.009849181865,                 0,       3.999317698,   0.0001500018564
          0,           0,        2584,      -7.015311579,      -3.703700032,      -5.388058209,      -1.893748927,      -6.469944958,          1021.356,    0.002462676827,    0.009848836359,                 0,                 0,                 0,   -0.001269984096,    0.002462676827,    0.009848836359,                 0,       3.999240278,   0.0001500018564
          0,           0,        2585,      -7.015712739,      -3.704569461,      -5.388821941,      -1.894689438,      -6.470700727,          1021.356,    0.002462638189,    0.009848491687,                 0,                 0,                 0,   -0.001269827522,    0.002462638189,    0.009848491687,                 0,       3.999163064,   0.0001500018564
          0,           0,        2586,      -7.016113585,        -3.7054389,      -5.389585793,      -1.895629909,      -6.471456645,          1021.356,    0.002462599632,    0.009848147846,                 0,                 0,                 0,   -0.001269671328,    0.002462599632,    0.009848147846,                 0,       3.999086055,   0.0001500018564
          0,           0,        2587,      -7.016514119,      -3.706308351,      -5.390349762,       -1.89657034,      -6.472212712,          1021.356,    0.002462561154,    0.009847804836,                 0,                 0,                 0,   -0.001269515512,    0.002462561154,    0.009847804836,                 0,        3.99900925,   0.0001500018564
          0,           0,        2588,      -7.016914342,      -3.707177813,      -5.391113849,      -1.897510733,      -6.472968928,          1021.356,    0.002462522757,    0.009847462653,                 0,                 0,                 0,   -0.001269360075,    0.002462522757,    0.009847462653,                 0,       3.998932649,   0.0001500018564
          0,           0,        2589,      -7.017314254,      -3.708047285,      -5.391878056,      -1.898451084,      -6.473725293,          1021.356,     0.00246248444,    0.009847121296,                 0,                 0,                 0,   -0.001269205014,     0.00246248444,    0.009847121296,                 0,       3.998856252,   0.0001500018564
          0,           0,        2590,      -7.017713857,      -3.708916769,      -5.392642374,        -1.8993914,      -6.474481806,          1021.356,    0.002462446202,    0.009846780763,                 0,                 0,                 0,    -0.00126905033,    0.002462446202,    0.009846780763,                 0,       3.998780057,   0.0001500018564
          0,           0,        2591,      -7.018113151,      -3.709786264,       -5.39340681,      -1.900331672,      -6.475238468,          1021.356,    0.002462408044,    0.009846441052,                 0,                 0,                 0,   -0.001268896021,    0.002462408044,    0.009846441052,                 0,       3.998704064,   0.0001500018564
          0,           0,        2592,      -7.018512136,      -3.710655769,      -5.394171365,      -1.901271908,      -6.475995278,          1021.356,    0.002462369965,    0.009846102161,                 0,                 0,                 0,   -0.001268742086,    0.002462369965,    0.009846102161,                 0,       3.998628273,   0.0001500018564
          0,           0,        2593,      -7.018910813,      -3.711525286,      -5.394936035,      -1.902212101,      -6.476752236,          1021.356,    0.002462331966,    0.009845764087,                 0,                 0,                 0,   -0.001268588525,    0.002462331966,    0.009845764087,                 0,       3.998552683,   0.0001500018564
          0,           0,        2594,      -7.019309184,      -3.712394813,      -5.395700822,      -1.903152256,      -6.477509341,          1021.356,    0.002462294045,     0.00984542683,                 0,                 0,                 0,   -0.001268435336,    0.002462294045,     0.00984542683,                 0,       3.998477293,   0.0001500018564
          0,           0,        2595,      -7.019707248,      -3.713264352,      -5.396465724,       -1.90409237,      -6.478266595,          1021.356,    0.002462256204,    0.009845090387,                 0,                 0,                 0,   -0.001268282518,    0.002462256204,    0.009845090387,                 0,       3.998402104,   0.0001500018564
          0,           0,        2596,      -7.020105007,      -3.714133901,      -5.397230745,      -1.905032449,      -6.479023996,          1021.356,    0.002462218441,    0.009844754755,                 0,                 0,                 0,   -0.001268130072,    0.002462218441,    0.009844754755,                 0,       3.998327115,   0.0001500018564
          0,           0,        2597,      -7.020502461,      -3.715003462,      -5.397995877,      -1.905972481,      -6.479781545,          1021.356,    0.002462180757,    0.009844419934,                 0,                 0,                 0,   -0.001267977995,    0.002462180757,    0.009844419934,                 0,       3.998252324,   0.0001500018564
          0,           0,        2598,      -7.020899612,      -3.715873033,      -5.398761131,       -1.90691248,       -6.48053924,          1021.356,    0.002462143151,    0.009844085921,                 0,                 0,                 0,   -0.001267826287,    0.002462143151,    0.009844085921,                 0,       3.998177732,   0.0001500018564
          0,           0,        2599,      -7.021296459,      -3.716742616,      -5.399526494,      -1.907852435,      -6.481297083,          1021.356,    0.002462105624,    0.009843752714,                 0,                 0,                 0,   -0.001267674947,    0.002462105624,    0.009843752714,                 0,       3.998103339,   0.0001500018564
          0,           0,        2600,      -7.021693004,      -3.717612209,      -5.400291973,      -1.908792353,      -6.482055073,          1021.356,    0.002462068174,    0.009843420312,                 0,                 0,                 0,   -0.001267523974,    0.002462068174,    0.009843420312,                 0,       3.998029143,   0.0001500018564
          0,           0,        2601,      -7.022089246,      -3.718481813,      -5.401057573,      -1.909732228,       -6.48281321,          1021.356,    0.002462030803,    0.009843088711,                 0,                 0,                 0,   -0.001267373368,    0.002462030803,    0.009843088711,                 0,       3.997955144,   0.0001500018564
          0,           0,        2602,      -7.022485188,      -3.719351429,      -5.401823282,      -1.910672065,      -6.483571493,          1021.356,    0.002461993509,    0.009842757912,                 0,                 0,                 0,   -0.001267223127,    0.002461993509,    0.009842757912,                 0,       3.997881341,   0.0001500018564
          0,           0,        2603,      -7.022880831,      -3.720221055,      -5.402589105,      -1.911611864,      -6.484329923,          1021.356,    0.002461956293,     0.00984242791,                 0,                 0,                 0,    -0.00126707325,    0.002461956293,     0.00984242791,                 0,       3.997807735,   0.0001500018564
          0,           0,        2604,      -7.023276173,      -3.721090693,      -5.403355045,      -1.912551619,      -6.485088499,          1021.356,    0.002461919154,    0.009842098705,                 0,                 0,                 0,   -0.001266923737,    0.002461919154,    0.009842098705,                 0,       3.997734325,   0.0001500018564
          0,           0,        2605,      -7.023671217,      -3.721960341,      -5.404121099,      -1.913491337,      -6.485847222,          1021.356,    0.002461882092,    0.009841770295,                 0,                 0,                 0,   -0.001266774587,    0.002461882092,    0.009841770295,                 0,       3.997661109,   0.0001500018564
          0,           0,        2606,      -7.024065963,      -3.722830001,      -5.404887267,      -1.914431015,       -6.48660609,          1021.356,    0.002461845108,    0.009841442678,                 0,                 0,                 0,   -0.001266625798,    0.002461845108,    0.009841442678,                 0,       3.997588088,   0.0001500018564
          0,           0,        2607,      -7.024460412,      -3.723699671,      -5.405653546,      -1.915370654,      -6.487365105,          1021.356,      0.0024618082,    0.009841115851,                 0,                 0,                 0,   -0.001266477371,      0.0024618082,    0.009841115851,                 0,       3.997515261,   0.0001500018564
          0,           0,        2608,      -7.024854564,      -3.724569352,      -5.406419947,      -1.916310251,      -6.488124265,          1021.356,     0.00246177137,    0.009840789813,                 0,                 0,                 0,   -0.001266329303,     0.00246177137,    0.009840789813,                 0,       3.997442628,   0.0001500018564
          0,           0,        2609,       -7.02524842,      -3.725439045,      -5.407186456,      -1.917249809,      -6.488883572,          1021.356,    0.002461734616,    0.009840464563,                 0,                 0,                 0,   -0.001266181595,    0.002461734616,    0.009840464563,                 0,       3.997370188,   0.0001500018564
          0,           0,        2610,      -7.025641982,      -3.726308748,      -5.407953073,      -1.918189329,      -6.489643024,          1021.356,    0.002461697938,    0.009840140097,                 0,                 0,                 0,   -0.001266034245,    0.002461697938,    0.009840140097,                 0,        3.99729794,   0.0001500018564
          0,           0,        2611,      -7.026035248,      -3.727178462,      -5.408719806,      -1.919128803,      -6.490402621,          1021.356,    0.002461661337,    0.009839816415,                 0,                 0,                 0,   -0.001265887253,    0.002461661337,    0.009839816415,                 0,       3.997225885,   0.0001500018564
          0,           0,        2612,      -7.026428221,      -3.728048187,      -5.409486646,      -1.920068245,      -6.491162364,          1021.356,    0.002461624812,    0.009839493515,                 0,                 0,                 0,   -0.001265740617,    0.002461624812,    0.009839493515,                 0,       3.997154021,   0.0001500018564
          0,           0,        2613,        -7.0268209,      -3.728917923,      -5.410253597,      -1.921007639,      -6.491922252,          1021.356,    0.002461588363,    0.009839171394,                 0,                 0,                 0,   -0.001265594337,    0.002461588363,    0.009839171394,                 0,       3.997082349,   0.0001500018564
          0,           0,        2614,      -7.027213287,       -3.72978767,      -5.411020665,      -1.921946998,      -6.492682285,          1021.356,    0.002461551989,    0.009838850051,                 0,                 0,                 0,   -0.001265448412,    0.002461551989,    0.009838850051,                 0,       3.997010867,   0.0001500018564
          0,           0,        2615,      -7.027605383,      -3.730657428,      -5.411787844,      -1.922886311,      -6.493442463,          1021.356,    0.002461515692,    0.009838529484,                 0,                 0,                 0,   -0.001265302841,    0.002461515692,    0.009838529484,                 0,       3.996939576,   0.0001500018564
          0,           0,        2616,      -7.027997189,      -3.731527197,       -5.41255514,      -1.923825588,      -6.494202787,          1021.356,     0.00246147947,     0.00983820969,                 0,                 0,                 0,   -0.001265157623,     0.00246147947,     0.00983820969,                 0,       3.996868474,   0.0001500018564
          0,           0,        2617,      -7.028388705,      -3.732396978,      -5.413322551,      -1.924764821,      -6.494963255,          1021.356,    0.002461443323,    0.009837890669,                 0,                 0,                 0,   -0.001265012758,    0.002461443323,    0.009837890669,                 0,       3.996797561,   0.0001500018564
